"","Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"67442","Thu","13:25:00",0.238,0,240.69,1,0,0,0
"67443","Thu","13:26:00",0.238,0,240.74,1,0,0,0
"67444","Thu","13:27:00",0.312,0.068,241.95,1.6,0,0,0
"67445","Thu","13:28:00",0.422,0.248,242.06,2,0,0,0
"67446","Thu","13:29:00",0.418,0.246,241.72,2,0,0,0
"67447","Thu","13:30:00",0.416,0.248,241.88,2,0,0,0
"67448","Thu","13:31:00",0.416,0.25,242.27,2,0,0,0
"67449","Thu","13:32:00",0.412,0.248,241.79,2,0,0,0
"67450","Thu","13:33:00",0.408,0.246,241.45,2,0,0,0
"67451","Thu","13:34:00",0.404,0.242,240.96,2,0,0,0
"67452","Thu","13:35:00",0.402,0.242,240.98,2,0,0,0
"67453","Thu","13:36:00",0.4,0.24,240.73,1.8,0,0,0
"67454","Thu","13:37:00",0.406,0.238,240.4,2,0,0,0
"67455","Thu","13:38:00",0.396,0.228,240.13,1.8,0,0,0
"67456","Thu","13:39:00",0.332,0.136,240.3,1.4,0,0,0
"67457","Thu","13:40:00",0.33,0.132,239.62,1.4,0,0,0
"67458","Thu","13:41:00",0.328,0.13,239.11,1.4,0,0,0
"67459","Thu","13:42:00",0.328,0.128,238.64,1.4,0,0,0
"67460","Thu","13:43:00",0.248,0,239.75,1,0,0,0
"67461","Thu","13:44:00",0.288,0.052,239.77,1.4,0,0,0
"67462","Thu","13:45:00",0.316,0.122,239.76,1.4,0,1,0
"67463","Thu","13:46:00",0.312,0.12,239.61,1.4,0,1,0
"67464","Thu","13:47:00",0.312,0.12,239.58,1.4,0,1,0
"67465","Thu","13:48:00",0.312,0.116,238.77,1.4,0,2,0
"67466","Thu","13:49:00",0.312,0.116,238.69,1.4,0,1,0
"67467","Thu","13:50:00",0.312,0.116,238.73,1.4,0,1,0
"67468","Thu","13:51:00",0.314,0.118,239.09,1.4,0,2,0
"67469","Thu","13:52:00",0.32,0.12,239.44,1.4,0,1,0
"67470","Thu","13:53:00",0.32,0.12,239.72,1.4,0,2,0
"67471","Thu","13:54:00",0.32,0.12,239.77,1.4,0,1,0
"67472","Thu","13:55:00",0.318,0.12,239.65,1.4,0,1,0
"67473","Thu","13:56:00",0.32,0.124,240.6,1.4,0,2,0
"67474","Thu","13:57:00",0.318,0.122,240.12,1.4,0,1,0
"67475","Thu","13:58:00",0.318,0.122,240.09,1.4,0,1,0
"67476","Thu","13:59:00",0.316,0.122,239.83,1.4,0,2,0
"67477","Thu","14:00:00",0.314,0.12,239.7,1.4,0,1,0
"67478","Thu","14:01:00",0.31,0.124,240.44,1.4,0,1,0
"67479","Thu","14:02:00",0.31,0.128,241.63,1.4,0,2,0
"67480","Thu","14:03:00",0.31,0.13,242.04,1.4,0,1,0
"67481","Thu","14:04:00",0.308,0.128,241.56,1.4,0,1,0
"67482","Thu","14:05:00",0.308,0.126,241.14,1.4,0,1,0
"67483","Thu","14:06:00",0.308,0.128,241.56,1.4,0,2,0
"67484","Thu","14:07:00",0.314,0.13,241.62,1.4,0,1,0
"67485","Thu","14:08:00",0.358,0.17,241.94,1.8,0,1,0
"67486","Thu","14:09:00",0.424,0.268,242.03,2,0,1,0
"67487","Thu","14:10:00",0.42,0.268,242.21,2,0,2,0
"67488","Thu","14:11:00",0.416,0.264,241.55,2,0,1,0
"67489","Thu","14:12:00",0.412,0.258,240.59,2,0,1,0
"67490","Thu","14:13:00",0.39,0.224,240.33,1.8,0,1,0
"67491","Thu","14:14:00",0.376,0.164,240,1.8,0,0,0
"67492","Thu","14:15:00",0.41,0.236,239.9,2,0,0,0
"67493","Thu","14:16:00",0.406,0.236,240.21,2,0,0,0
"67494","Thu","14:17:00",0.404,0.238,240.61,2,0,0,0
"67495","Thu","14:18:00",0.402,0.238,240.42,2,0,0,0
"67496","Thu","14:19:00",0.402,0.238,240.41,1.8,0,0,0
"67497","Thu","14:20:00",0.4,0.24,240.5,1.8,0,0,0
"67498","Thu","14:21:00",0.4,0.242,240.66,1.8,0,0,0
"67499","Thu","14:22:00",0.404,0.24,240.52,2,0,0,0
"67500","Thu","14:23:00",0.402,0.242,240.75,2,0,0,0
"67501","Thu","14:24:00",0.328,0.136,240.43,1.4,0,0,0
"67502","Thu","14:25:00",0.308,0.108,240.81,1.4,0,0,0
"67503","Thu","14:26:00",0.25,0,241.45,1,0,0,0
"67504","Thu","14:27:00",0.24,0,242.08,1,0,0,0
"67505","Thu","14:28:00",0.236,0,241.76,1,0,0,0
"67506","Thu","14:29:00",0.232,0,241.41,1,0,0,0
"67507","Thu","14:30:00",0.232,0,241.65,1,0,0,0
"67508","Thu","14:31:00",0.232,0,241.29,1,0,0,0
"67509","Thu","14:32:00",0.232,0,241.03,1,0,0,0
"67510","Thu","14:33:00",0.232,0,241.45,1,0,0,0
"67511","Thu","14:34:00",0.232,0,241.72,1,0,0,0
"67512","Thu","14:35:00",0.232,0,241.55,1,0,0,0
"67513","Thu","14:36:00",0.232,0,240.8,1,0,0,0
"67514","Thu","14:37:00",0.24,0,241.58,1,0,0,0
"67515","Thu","14:38:00",0.24,0,241.97,1,0,0,0
"67516","Thu","14:39:00",0.24,0,242.58,1,0,0,0
"67517","Thu","14:40:00",0.236,0,243.06,1,0,0,0
"67518","Thu","14:41:00",0.236,0,243,1,0,0,0
"67519","Thu","14:42:00",0.232,0,241.55,1,0,0,0
"67520","Thu","14:43:00",0.234,0,241.81,1,0,0,0
"67521","Thu","14:44:00",0.232,0,241.32,1,0,0,0
"67522","Thu","14:45:00",0.232,0,241.17,1,0,0,0
"67523","Thu","14:46:00",0.232,0,240.75,1,0,0,0
"67524","Thu","14:47:00",0.232,0,240.67,1,0,0,0
"67525","Thu","14:48:00",0.23,0,240.65,1,0,0,0
"67526","Thu","14:49:00",0.276,0,240.59,1.2,0,0,0
"67527","Thu","14:50:00",0.344,0.138,241.1,1.6,0,0,0
"67528","Thu","14:51:00",0.342,0.14,241.75,1.6,0,0,0
"67529","Thu","14:52:00",0.342,0.148,242.98,1.6,0,0,0
"67530","Thu","14:53:00",0.34,0.146,242.85,1.6,0,0,0
"67531","Thu","14:54:00",0.34,0.148,243.24,1.6,0,0,0
"67532","Thu","14:55:00",0.336,0.146,242.64,1.4,0,0,0
"67533","Thu","14:56:00",0.336,0.146,242.56,1.4,0,0,0
"67534","Thu","14:57:00",0.334,0.144,242.32,1.4,0,0,0
"67535","Thu","14:58:00",0.332,0.144,242.27,1.4,0,0,0
"67536","Thu","14:59:00",0.33,0.14,241.43,1.4,0,0,0
"67537","Thu","15:00:00",0.328,0.14,241.24,1.4,0,0,0
"67538","Thu","15:01:00",0.33,0.144,241.91,1.4,0,0,0
"67539","Thu","15:02:00",0.374,0.182,241.82,1.8,0,0,0
"67540","Thu","15:03:00",0.406,0.248,241.68,2,0,0,0
"67541","Thu","15:04:00",0.406,0.248,241.83,2,0,0,0
"67542","Thu","15:05:00",0.352,0.172,242.02,1.6,0,0,0
"67543","Thu","15:06:00",0.31,0.112,241.64,1.4,0,0,0
"67544","Thu","15:07:00",0.308,0.106,240.53,1.4,0,0,0
"67545","Thu","15:08:00",0.308,0.11,241.43,1.4,0,0,0
"67546","Thu","15:09:00",0.306,0.11,241.67,1.4,0,0,0
"67547","Thu","15:10:00",0.304,0.11,241.46,1.4,0,0,0
"67548","Thu","15:11:00",0.304,0.11,241.27,1.4,0,0,0
"67549","Thu","15:12:00",0.3,0.104,240.05,1.4,0,0,0
"67550","Thu","15:13:00",0.302,0.106,240.67,1.4,0,0,0
"67551","Thu","15:14:00",0.234,0,241.06,1,0,0,0
"67552","Thu","15:15:00",0.234,0,241.62,1,0,0,0
"67553","Thu","15:16:00",0.232,0,241.04,1,0,0,0
"67554","Thu","15:17:00",0.232,0,241.14,1,0,0,0
"67555","Thu","15:18:00",0.234,0,241.81,1,0,0,0
"67556","Thu","15:19:00",0.238,0,243.34,1,0,0,0
"67557","Thu","15:20:00",0.236,0,242.95,1,0,0,0
"67558","Thu","15:21:00",0.234,0,241.7,1,0,0,0
"67559","Thu","15:22:00",0.236,0,242.81,1,0,0,0
"67560","Thu","15:23:00",0.236,0,243.16,1,0,0,0
"67561","Thu","15:24:00",0.236,0,242.72,1,0,0,0
"67562","Thu","15:25:00",0.236,0,242.86,1,0,0,0
"67563","Thu","15:26:00",0.236,0,242.46,1,0,0,0
"67564","Thu","15:27:00",0.238,0,243.24,1,0,0,0
"67565","Thu","15:28:00",0.234,0,242.18,1,0,0,0
"67566","Thu","15:29:00",0.238,0,243.81,1,0,0,0
"67567","Thu","15:30:00",0.318,0.1,244.39,1.4,0,0,0
"67568","Thu","15:31:00",0.35,0.154,244.16,1.6,0,0,0
"67569","Thu","15:32:00",0.346,0.154,244.18,1.6,0,0,0
"67570","Thu","15:33:00",0.344,0.15,243.48,1.6,0,0,0
"67571","Thu","15:34:00",0.344,0.154,244.09,1.6,0,0,0
"67572","Thu","15:35:00",0.34,0.152,243.74,1.6,0,0,0
"67573","Thu","15:36:00",0.34,0.154,244.19,1.6,0,0,0
"67574","Thu","15:37:00",0.34,0.158,244.62,1.6,0,0,0
"67575","Thu","15:38:00",0.338,0.158,244.63,1.6,0,0,0
"67576","Thu","15:39:00",0.336,0.152,243.58,1.4,0,0,0
"67577","Thu","15:40:00",0.334,0.148,243.04,1.4,0,0,0
"67578","Thu","15:41:00",0.332,0.146,242.68,1.4,0,0,0
"67579","Thu","15:42:00",0.334,0.152,243.85,1.4,0,0,0
"67580","Thu","15:43:00",0.332,0.148,243.13,1.4,0,0,0
"67581","Thu","15:44:00",0.334,0.152,243.93,1.4,0,0,0
"67582","Thu","15:45:00",0.326,0.142,243.96,1.4,0,0,0
"67583","Thu","15:46:00",0.238,0,243.39,1,0,0,0
"67584","Thu","15:47:00",0.238,0,243.46,1,0,0,0
"67585","Thu","15:48:00",0.24,0,244.4,1,0,0,0
"67586","Thu","15:49:00",0.242,0,244.28,1,0,0,0
"67587","Thu","15:50:00",0.324,0.1,244.15,1.6,0,0,0
"67588","Thu","15:51:00",0.322,0.118,243.18,1.4,0,0,0
"67589","Thu","15:52:00",0.318,0.118,243.24,1.4,0,0,0
"67590","Thu","15:53:00",0.312,0.114,242.64,1.4,0,0,0
"67591","Thu","15:54:00",0.312,0.116,242.92,1.4,0,0,0
"67592","Thu","15:55:00",0.31,0.112,242.15,1.4,0,0,0
"67593","Thu","15:56:00",0.31,0.116,242.9,1.4,0,0,0
"67594","Thu","15:57:00",0.308,0.116,243,1.4,0,0,0
"67595","Thu","15:58:00",0.308,0.116,243.1,1.4,0,0,0
"67596","Thu","15:59:00",0.308,0.116,243.1,1.4,0,0,0
"67597","Thu","16:00:00",0.308,0.12,243.7,1.4,0,0,0
"67598","Thu","16:01:00",0.24,0,243.11,1,0,0,0
"67599","Thu","16:02:00",0.236,0,243.15,1,0,0,0
"67600","Thu","16:03:00",0.236,0,242.95,1,0,0,0
"67601","Thu","16:04:00",0.24,0,243.32,1,0,0,0
"67602","Thu","16:05:00",0.244,0,243.14,1,0,0,0
"67603","Thu","16:06:00",0.244,0,242.88,1,0,0,0
"67604","Thu","16:07:00",0.244,0,243.07,1,0,0,0
"67605","Thu","16:08:00",0.244,0,243.03,1,0,0,0
"67606","Thu","16:09:00",0.24,0,241.34,1,0,0,0
"67607","Thu","16:10:00",0.24,0,241.09,1,0,0,0
"67608","Thu","16:11:00",0.3,0.066,242.09,1.4,0,0,0
"67609","Thu","16:12:00",0.346,0.142,242.06,1.6,0,0,0
"67610","Thu","16:13:00",0.38,0.176,241.97,1.8,0,0,0
"67611","Thu","16:14:00",0.422,0.268,242.18,2,0,0,0
"67612","Thu","16:15:00",0.424,0.272,242.91,2,0,2,0
"67613","Thu","16:16:00",0.422,0.276,243.2,2,0,1,0
"67614","Thu","16:17:00",0.42,0.274,242.82,2,0,2,0
"67615","Thu","16:18:00",0.42,0.274,242.9,2,0,1,0
"67616","Thu","16:19:00",0.42,0.268,242.05,2,0,1,0
"67617","Thu","16:20:00",0.424,0.27,242.35,2,0,2,0
"67618","Thu","16:21:00",0.422,0.27,242.25,2,0,1,0
"67619","Thu","16:22:00",0.422,0.272,242.55,2,0,2,0
"67620","Thu","16:23:00",0.424,0.278,243.49,2,0,1,0
"67621","Thu","16:24:00",0.422,0.276,243.35,2,0,1,0
"67622","Thu","16:25:00",0.42,0.274,243.12,2,0,2,0
"67623","Thu","16:26:00",0.42,0.276,243.23,2,0,1,0
"67624","Thu","16:27:00",0.338,0.158,243.29,1.6,0,2,0
"67625","Thu","16:28:00",0.32,0.134,242.61,1.4,0,1,0
"67626","Thu","16:29:00",0.314,0.132,242.32,1.4,0,1,0
"67627","Thu","16:30:00",0.312,0.132,242.26,1.4,0,1,0
"67628","Thu","16:31:00",0.31,0.128,241.74,1.4,0,2,0
"67629","Thu","16:32:00",0.308,0.124,240.83,1.4,0,1,0
"67630","Thu","16:33:00",0.308,0.126,241.05,1.4,0,1,0
"67631","Thu","16:34:00",0.312,0.13,241.86,1.4,0,2,0
"67632","Thu","16:35:00",0.316,0.132,242.36,1.4,0,1,0
"67633","Thu","16:36:00",0.314,0.13,242.03,1.4,0,1,0
"67634","Thu","16:37:00",0.39,0.212,242.04,2,0,1,0
"67635","Thu","16:38:00",0.39,0.238,242.28,1.8,0,1,0
"67636","Thu","16:39:00",0.392,0.24,242.75,1.8,0,2,0
"67637","Thu","16:40:00",0.39,0.24,242.6,1.8,0,1,0
"67638","Thu","16:41:00",0.39,0.244,243.26,1.8,0,1,0
"67639","Thu","16:42:00",0.39,0.242,243.15,1.8,0,1,0
"67640","Thu","16:43:00",0.324,0.138,243.08,1.4,0,1,0
"67641","Thu","16:44:00",0.308,0.118,243.12,1.4,0,0,0
"67642","Thu","16:45:00",0.308,0.12,243.52,1.4,0,0,0
"67643","Thu","16:46:00",0.306,0.118,243.1,1.4,0,0,0
"67644","Thu","16:47:00",0.306,0.12,243.47,1.4,0,0,0
"67645","Thu","16:48:00",0.248,0,243.8,1,0,0,0
"67646","Thu","16:49:00",0.24,0,243.44,1,0,0,0
"67647","Thu","16:50:00",0.244,0,243.54,1,0,0,0
"67648","Thu","16:51:00",0.244,0,243.91,1,0,0,0
"67649","Thu","16:52:00",0.276,0,244.05,1.2,0,0,0
"67650","Thu","16:53:00",0.356,0.152,243.7,1.6,0,0,0
"67651","Thu","16:54:00",0.352,0.148,243.21,1.6,0,0,0
"67652","Thu","16:55:00",0.35,0.15,243.36,1.6,0,0,0
"67653","Thu","16:56:00",0.348,0.152,243.94,1.6,0,0,0
"67654","Thu","16:57:00",0.342,0.158,244.89,1.6,0,0,0
"67655","Thu","16:58:00",0.342,0.16,245.3,1.6,0,0,0
"67656","Thu","16:59:00",0.342,0.16,245.34,1.6,0,0,0
"67657","Thu","17:00:00",0.34,0.16,245.32,1.6,0,0,0
"67658","Thu","17:01:00",0.336,0.152,243.87,1.4,0,0,0
"67659","Thu","17:02:00",0.334,0.152,243.91,1.4,0,0,0
"67660","Thu","17:03:00",0.332,0.148,243.31,1.4,0,0,0
"67661","Thu","17:04:00",0.334,0.15,243.31,1.4,0,0,0
"67662","Thu","17:05:00",0.336,0.146,242.63,1.4,0,0,0
"67663","Thu","17:06:00",0.334,0.144,241.89,1.4,0,0,0
"67664","Thu","17:07:00",0.332,0.138,240.91,1.4,0,0,0
"67665","Thu","17:08:00",0.282,0.07,240.77,1.2,0,0,0
"67666","Thu","17:09:00",0.232,0,240.83,1,0,0,0
"67667","Thu","17:10:00",0.232,0,240.9,1,0,0,0
"67668","Thu","17:11:00",0.234,0,242.09,1,0,0,0
"67669","Thu","17:12:00",0.234,0,242.6,1,0,0,0
"67670","Thu","17:13:00",0.234,0,242.07,1,0,0,0
"67671","Thu","17:14:00",0.232,0,241.63,1,0,0,0
"67672","Thu","17:15:00",0.234,0,241.96,1,0,0,0
"67673","Thu","17:16:00",0.232,0,241.57,1,0,0,0
"67674","Thu","17:17:00",0.232,0,241.39,1,0,0,0
"67675","Thu","17:18:00",0.47,0,241.11,2,0,0,0
"67676","Thu","17:19:00",0.53,0,241.57,2.2,0,0,0
"67677","Thu","17:20:00",0.528,0,241.21,2.2,0,0,0
"67678","Thu","17:21:00",0.528,0,241.18,2.2,0,0,0
"67679","Thu","17:22:00",0.53,0,241.79,2.2,0,0,0
"67680","Thu","17:23:00",0.53,0,241.72,2.2,0,0,0
"67681","Thu","17:24:00",0.606,0.086,240.62,2.6,0,0,0
"67682","Thu","17:25:00",0.604,0.106,241.51,2.4,0,0,0
"67683","Thu","17:26:00",0.872,0.096,240.67,3.6,0,0,0
"67684","Thu","17:27:00",0.924,0.094,240.17,3.8,0,0,0
"67685","Thu","17:28:00",0.922,0.092,239.79,3.8,0,0,0
"67686","Thu","17:29:00",0.922,0.094,240.14,3.8,0,0,0
"67687","Thu","17:30:00",0.924,0.096,240.39,3.8,0,0,0
"67688","Thu","17:31:00",0.934,0.098,240.95,3.8,0,0,0
"67689","Thu","17:32:00",0.948,0.098,241.41,3.8,0,0,0
"67690","Thu","17:33:00",0.972,0.128,241.33,4,0,0,0
"67691","Thu","17:34:00",1.04,0.234,241.62,4.4,0,0,0
"67692","Thu","17:35:00",1.034,0.232,241.31,4.4,0,0,0
"67693","Thu","17:36:00",1.03,0.232,241.02,4.4,0,0,0
"67694","Thu","17:37:00",1.028,0.232,241.13,4.4,0,0,0
"67695","Thu","17:38:00",1.056,0.228,240.49,4.4,0,0,0
"67696","Thu","17:39:00",1.062,0.218,238.86,4.4,0,0,0
"67697","Thu","17:40:00",1.268,0.216,239.02,5.4,0,0,0
"67698","Thu","17:41:00",1.242,0.22,239.61,5.2,0,0,0
"67699","Thu","17:42:00",1.01,0.222,239.3,4.2,0,0,0
"67700","Thu","17:43:00",1.01,0.224,239.49,4.2,0,0,0
"67701","Thu","17:44:00",1.01,0.224,239.48,4.2,0,0,0
"67702","Thu","17:45:00",1.012,0.226,240.02,4.2,0,0,0
"67703","Thu","17:46:00",1.008,0.224,239.7,4.2,0,0,0
"67704","Thu","17:47:00",1.192,0.27,239.4,5.4,0,0,0
"67705","Thu","17:48:00",1.626,0.316,239.16,7,0,0,0
"67706","Thu","17:49:00",1.354,0.23,239.57,5.6,0,0,0
"67707","Thu","17:50:00",1.33,0.192,239.99,5.6,0,0,0
"67708","Thu","17:51:00",1.292,0.13,239.99,5.4,0,0,0
"67709","Thu","17:52:00",1.506,0.07,239.77,6.2,0,0,0
"67710","Thu","17:53:00",1.374,0,239.15,5.8,0,0,0
"67711","Thu","17:54:00",1.46,0,238.87,6,0,0,0
"67712","Thu","17:55:00",1.462,0,239.11,6,0,0,0
"67713","Thu","17:56:00",1.272,0,239.54,5.2,0,0,0
"67714","Thu","17:57:00",1.286,0,239.93,5.2,0,0,0
"67715","Thu","17:58:00",1.282,0,239.7,5.2,0,0,0
"67716","Thu","17:59:00",1.278,0,239.26,5.2,0,0,0
"67717","Thu","18:00:00",1.48,0,238.99,6.4,0,0,2
"67718","Thu","18:01:00",2.348,0,237.29,9.8,0,0,18
"67719","Thu","18:02:00",2.334,0,237.28,9.8,0,0,18
"67720","Thu","18:03:00",2.324,0,237.47,9.8,0,0,17
"67721","Thu","18:04:00",2.32,0,237.72,9.6,0,0,18
"67722","Thu","18:05:00",2.312,0,237.51,9.6,0,0,17
"67723","Thu","18:06:00",2.322,0,238.18,9.6,0,0,18
"67724","Thu","18:07:00",2.332,0,238.86,9.6,0,0,17
"67725","Thu","18:08:00",2.33,0,238.86,9.6,0,0,18
"67726","Thu","18:09:00",2.33,0,238.83,9.6,0,0,17
"67727","Thu","18:10:00",2.312,0,237.86,9.6,0,0,18
"67728","Thu","18:11:00",2.304,0,237.39,9.6,0,0,17
"67729","Thu","18:12:00",2.38,0,238.84,10,0,0,17
"67730","Thu","18:13:00",2.43,0.114,238.52,10.2,0,0,18
"67731","Thu","18:14:00",2.428,0.114,238.66,10.2,0,0,17
"67732","Thu","18:15:00",2.416,0.112,238.09,10,0,0,18
"67733","Thu","18:16:00",2.394,0.108,236.9,10,0,0,17
"67734","Thu","18:17:00",2.396,0.108,237.05,10,0,0,17
"67735","Thu","18:18:00",2.428,0.122,237.73,10.2,0,0,18
"67736","Thu","18:19:00",2.496,0.234,238.25,10.4,0,0,17
"67737","Thu","18:20:00",2.502,0.236,238.6,10.4,0,1,17
"67738","Thu","18:21:00",2.48,0.23,237.67,10.4,0,2,18
"67739","Thu","18:22:00",2.48,0.23,237.63,10.4,0,1,17
"67740","Thu","18:23:00",2.558,0.316,237.5,10.8,0,2,17
"67741","Thu","18:24:00",2.542,0.326,237.07,10.8,0,1,18
"67742","Thu","18:25:00",2.554,0.33,237.76,10.8,0,1,17
"67743","Thu","18:26:00",2.558,0.332,238.08,10.8,0,2,17
"67744","Thu","18:27:00",2.548,0.33,237.57,10.8,0,1,18
"67745","Thu","18:28:00",2.548,0.328,237.42,10.8,0,2,17
"67746","Thu","18:29:00",2.778,0.368,238.13,11.6,0,1,17
"67747","Thu","18:30:00",2.902,0.5,238.04,12.2,0,1,18
"67748","Thu","18:31:00",2.728,0.268,238.6,11.4,0,2,17
"67749","Thu","18:32:00",2.524,0.202,238.13,10.6,0,1,17
"67750","Thu","18:33:00",2.51,0.204,238.32,10.4,0,1,18
"67751","Thu","18:34:00",2.748,0.194,237.02,11.6,0,2,17
"67752","Thu","18:35:00",2.784,0.194,237.29,11.6,0,1,17
"67753","Thu","18:36:00",2.568,0.16,237.14,10.8,0,1,18
"67754","Thu","18:37:00",2.338,0.1,237.78,9.8,0,2,17
"67755","Thu","18:38:00",2.444,0.094,237.63,10.2,0,1,17
"67756","Thu","18:39:00",2.516,0.1,237.56,10.6,0,1,18
"67757","Thu","18:40:00",2.782,0.088,235.63,11.8,0,1,17
"67758","Thu","18:41:00",2.594,0.086,236.21,11,0,1,17
"67759","Thu","18:42:00",2.574,0.09,236.49,10.8,0,2,17
"67760","Thu","18:43:00",3.218,0.232,236.62,14,0,1,17
"67761","Thu","18:44:00",3.414,0.356,235.94,15,0,1,17
"67762","Thu","18:45:00",2.664,0.214,235.87,11.2,0,1,17
"67763","Thu","18:46:00",2.668,0.214,236.12,11.2,0,1,17
"67764","Thu","18:47:00",2.606,0.218,236.49,11,0,2,17
"67765","Thu","18:48:00",2.406,0.22,236.47,10.2,0,1,18
"67766","Thu","18:49:00",2.352,0.224,236.51,10,0,1,17
"67767","Thu","18:50:00",2.71,0.25,236.12,11.4,0,1,17
"67768","Thu","18:51:00",3,0.252,236.35,12.6,0,1,17
"67769","Thu","18:52:00",3.016,0.254,237.02,12.6,0,1,17
"67770","Thu","18:53:00",3.006,0.254,237.07,12.6,0,2,17
"67771","Thu","18:54:00",2.976,0.23,236.49,12.6,0,1,18
"67772","Thu","18:55:00",2.93,0.134,236.44,12.4,0,0,17
"67773","Thu","18:56:00",2.938,0.134,236.74,12.4,0,0,17
"67774","Thu","18:57:00",2.972,0.172,236.41,12.6,0,0,17
"67775","Thu","18:58:00",2.996,0.232,236.35,12.6,0,0,17
"67776","Thu","18:59:00",3.008,0.236,236.96,12.6,0,0,17
"67777","Thu","19:00:00",3.228,0.282,236.67,13.6,0,0,18
"67778","Thu","19:01:00",3.306,0.43,236.58,14,0,0,17
"67779","Thu","19:02:00",3.196,0.414,236.51,13.6,0,0,17
"67780","Thu","19:03:00",3.088,0.272,236.64,13,0,0,17
"67781","Thu","19:04:00",2.996,0.106,237.04,12.6,0,0,17
"67782","Thu","19:05:00",3.066,0.11,237.7,12.8,0,0,18
"67783","Thu","19:06:00",2.93,0.11,237.6,12.2,0,0,17
"67784","Thu","19:07:00",2.926,0.11,237.5,12.2,0,0,17
"67785","Thu","19:08:00",2.942,0.112,238.25,12.2,0,0,18
"67786","Thu","19:09:00",2.92,0.108,237.32,12.2,0,0,17
"67787","Thu","19:10:00",2.916,0.106,237.04,12.2,0,0,17
"67788","Thu","19:11:00",2.914,0.106,236.97,12.2,0,0,17
"67789","Thu","19:12:00",2.91,0.106,237.1,12.2,0,0,18
"67790","Thu","19:13:00",2.926,0.108,238.03,12.2,0,0,17
"67791","Thu","19:14:00",2.866,0,237.67,12,0,0,17
"67792","Thu","19:15:00",2.852,0,237.41,12,0,0,18
"67793","Thu","19:16:00",2.852,0,237.58,12,0,0,17
"67794","Thu","19:17:00",2.824,0,236.08,11.8,0,0,17
"67795","Thu","19:18:00",2.822,0,236.16,11.8,0,0,17
"67796","Thu","19:19:00",2.83,0,236.28,12,0,0,17
"67797","Thu","19:20:00",2.854,0,236.78,12,0,0,17
"67798","Thu","19:21:00",2.834,0,236.32,12,0,0,17
"67799","Thu","19:22:00",2.826,0,236.02,12,0,0,18
"67800","Thu","19:23:00",2.828,0,236.12,12,0,0,17
"67801","Thu","19:24:00",2.83,0,234.71,12,0,0,17
"67802","Thu","19:25:00",2.902,0.124,234.49,12.4,0,0,16
"67803","Thu","19:26:00",2.922,0.128,235.7,12.4,0,0,17
"67804","Thu","19:27:00",2.91,0.128,235.62,12.2,0,0,17
"67805","Thu","19:28:00",2.902,0.126,235.12,12.2,0,0,17
"67806","Thu","19:29:00",2.898,0.124,234.59,12.2,0,0,17
"67807","Thu","19:30:00",2.912,0.126,235.26,12.4,0,0,17
"67808","Thu","19:31:00",2.892,0.124,234.57,12.2,0,0,17
"67809","Thu","19:32:00",2.882,0.124,234.39,12.2,0,0,17
"67810","Thu","19:33:00",2.898,0.128,235.2,12.2,0,0,17
"67811","Thu","19:34:00",2.904,0.13,235.45,12.2,0,0,17
"67812","Thu","19:35:00",3.04,0.122,233.89,13,0,0,17
"67813","Thu","19:36:00",3.036,0.12,233.56,13,0,0,17
"67814","Thu","19:37:00",3.214,0.198,234.26,14,0,0,16
"67815","Thu","19:38:00",4.48,0.372,233.96,19.4,0,0,17
"67816","Thu","19:39:00",4.458,0.346,234.63,19.2,0,0,17
"67817","Thu","19:40:00",3.834,0.354,235.64,16.6,0,0,17
"67818","Thu","19:41:00",2.672,0.166,237.57,11.2,0,0,17
"67819","Thu","19:42:00",2.618,0.1,237.12,11,0,0,18
"67820","Thu","19:43:00",3.602,0.254,236.55,15.6,0,0,17
"67821","Thu","19:44:00",3.042,0.144,236.09,13.2,0,0,17
"67822","Thu","19:45:00",2.672,0.176,235.89,11.4,0,0,17
"67823","Thu","19:46:00",2.662,0.19,235.63,11.2,0,0,17
"67824","Thu","19:47:00",3.02,0.25,234.99,13.2,0,0,17
"67825","Thu","19:48:00",3.824,0.354,234.7,16.6,0,0,17
"67826","Thu","19:49:00",2.8,0.248,235.99,11.8,0,0,17
"67827","Thu","19:50:00",2.662,0.186,235.27,11.2,0,0,17
"67828","Thu","19:51:00",2.658,0.186,235.14,11.2,0,0,17
"67829","Thu","19:52:00",2.648,0.184,234.82,11.2,0,0,17
"67830","Thu","19:53:00",2.658,0.186,235.67,11.2,0,0,17
"67831","Thu","19:54:00",2.664,0.188,236.02,11.2,0,0,17
"67832","Thu","19:55:00",2.676,0.19,236.55,11.2,0,0,17
"67833","Thu","19:56:00",2.67,0.188,236.34,11.2,0,0,17
"67834","Thu","19:57:00",2.604,0.164,237.02,11,0,0,17
"67835","Thu","19:58:00",2.97,0.196,236.07,13,0,0,18
"67836","Thu","19:59:00",2.828,0.154,236.96,12.2,0,0,17
"67837","Thu","20:00:00",2.38,0.086,238.13,10,0,0,17
"67838","Thu","20:01:00",2.358,0.08,237.53,9.8,0,0,17
"67839","Thu","20:02:00",2.362,0.082,237.75,9.8,0,0,18
"67840","Thu","20:03:00",2.462,0.196,237.26,10.4,0,0,17
"67841","Thu","20:04:00",2.454,0.206,237.05,10.4,0,0,17
